1a. State,1b. LEA or entity name,1c. LEA ID,1f. City,2c. Fleet operator 1,2c. Fleet operator 2,3a. Number of ESBs committed ,3n. Current status of bus,3o. Batch,3p. Quarter awarded,3q. Quarter ordered,3r. Quarter delivered,3s. Quarter first operating,3t. Bus OEM,3u. Electric powertrain manufacturer,3v. Model,3w. Type,3x. Dealer,3y. Multiple funding sources used?,3z. Funding source 1,3aa. Agency administering funds 1,3z. Funding source 2,3aa. Agency administering funds 2,3z. Funding source 3,3aa. Agency administering funds 3,3z. Funding source 4,3aa. Agency administering funds 4,3ab. Dollar amount toward bus,3ac. Charging company,3ad. Charging funding source,3ae. Dollar amount toward charger,0a. Has committed ESBs?,1a. State_district,1b. Local Education Agency (LEA) or entity name,1d. Street address 1,1e. Street address 2,1f. City_district,1g. State,1h. ZIP code,1i. Website,1j. Has LEA ID?,1k. LEA type (number),1l. LEA type (name),1m. Supervisory union LEA ID,1n. Locale (full number),1o. Locale broad type (number),1p. Locale broad type (name),1q. Census Region,1r. Census Division,1s. Latitude,1t. Longitude ,2a. Total number of buses,2b. Contractor used for some or all of buses?,3a. Number of ESBs committed _district,3b. Number of delivered or operating ESBs,3c. Number of ESBs awarded,3d. Number of ESBs ordered,3e. Number of ESBs delivered,3f. Number of ESBs operating,3g. Number of batches,3h. Size of batch 1,3h. Size of batch 2,3h. Size of batch 3,3h. Size of batch 4,3h. Size of batch 5,3i. Percent of fleet that is electric,3j. Government agency involved (non-funding),3k. Utility/energy company involved 1,3k. Utility/energy company involved 2,3k. Utility/energy company involved 3,3l. Other groups involved 1,3l. Other groups involved 2,3l. Other groups involved 3,3m. Other notes,4a. Tribal school district?,4b. Number of students in district,4c. Number of schools in district,4d. Percentage of schools in district that are Title I schoolwide eligible,4e. Percentage of students in district eligible for free or reduced price lunch,4f. Median household income,4g. Percent of population below the poverty level,4h. Percent one race: White ,4i. Percent race alone or multiracial: White,4j. Percent one race: Black or African American ,4k. Percent race alone or multiracial: Black or African American,4l. Percent one race: American Indian and Alaska Native ,4m. Percent race alone or multiracial: American Indian and Alaska Native,4n. Percent one race: Asian ,4o. Percent race alone or multiracial: Asian,4p. Percent one race: Native Hawaiian and Other Pacific Islander ,4q. Percent race alone or multiracial: Native Hawaiian and Other Pacific Islander,4r. Percent one race: some other race ,4s. Percent race alone or multiracial: Some other race,4t. Percent two or more races,4u. Percent Hispanic or Latino (of any race) ,5a. EPA Region,5b. Percent non-white and/or Hispanic,5c. Quartile: percent non-white and/or Hispanic,5d. Percent low-income (200% of federal poverty level),5e. Quartile: percent low-income,5f. PM2.5 concentration,5g. Quartile: PM2.5 concentration,5h. Ozone concentration,5i. Quartile: ozone concentration,5j. Percent of school children with a disability,5k. Quartile: percent of school children with a disability,5l. Average rate of asthma among adults aged 18 and older,5m. Quartile: average rate of asthma,5n. Qualified for American Rescue Plan funding? ,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,5p. EPA 2023 Clean School Bus Grant & Rebate Programs prioritized school district?,5q. WRI Priority Outreach District (POD)?,6a. Has any expression of interest in ESBs?,6b. ARP 2021 waitlist position,6c. DERA school bus rebates 2020 waitlist position,6d. DERA school bus rebates 2021 waitlist position,6e. Applied for ESB funding but not awarded
CALIFORNIA,Palermo Union Elementary,629540,Palermo,,,7,Operating,2.0,2020 Q3,2021 Q2,2022 Q3,2022 Q4,Blue Bird,,,A,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,400000.0,AMPLY Power (bp pulse),Butte County Air Quality Management District and PG&E,14221.166666666666,yes,CALIFORNIA,Palermo Union Elementary,7390 Bulldog Way,,Palermo,CA,95968.0,http://www.palermoschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,West,Pacific,39.435574,-121.546341,14.0,,7.0,7.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,1.0,0.0,0.0,0.5,,Pacific Gas & Electric,,,,,,,No,1186.0,6.0,0.0,0.8026981450252951,44074.0,0.17600000000000002,0.706,0.81,0.03,0.038,0.045,0.00037999999999999997,0.031,0.037000000000000005,0.01,0.011000000000000001,0.068,0.11800000000000001,0.109,0.19699999999999998,9.0,0.375146085,4.0,0.382714675,4.0,7.455494302,2.0,61.90387019,3.0,0.114,4.0,0.111258323822755,4.0,No,Yes,Yes,False,1.0,,,,
CALIFORNIA,Palermo Union Elementary,629540,Palermo,,,7,Operating,3.0,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,,,,,yes,CALIFORNIA,Palermo Union Elementary,7390 Bulldog Way,,Palermo,CA,95968.0,http://www.palermoschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,West,Pacific,39.435574,-121.546341,14.0,,7.0,7.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,1.0,0.0,0.0,0.5,,Pacific Gas & Electric,,,,,,,No,1186.0,6.0,0.0,0.8026981450252951,44074.0,0.17600000000000002,0.706,0.81,0.03,0.038,0.045,0.00037999999999999997,0.031,0.037000000000000005,0.01,0.011000000000000001,0.068,0.11800000000000001,0.109,0.19699999999999998,9.0,0.375146085,4.0,0.382714675,4.0,7.455494302,2.0,61.90387019,3.0,0.114,4.0,0.111258323822755,4.0,No,Yes,Yes,False,1.0,,,,
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Palo Alto Unified,629610,Palo Alto,,,1,Operating,1.0,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Community Air Protection Incentive Project,California Air Resources Board (CARB),,,,,,,,,,,yes,CALIFORNIA,Palo Alto Unified,25 Churchill Ave,,Palo Alto,CA,94306.0,http://www.pausd.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,13.0,1,Urban,West,Pacific,37.43359,-122.154966,30.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03333333333333333,,,,,,,,,No,10318.0,19.0,0.0,0.11397557666214382,182645.0,0.06,0.532,0.6,0.024,0.038,0.004,0.00037999999999999997,0.336,0.38,0.001,0.004,0.027000000000000003,0.05,0.077,0.085,9.0,0.505973507,4.0,0.096429472,1.0,7.068654543,2.0,56.4421055,2.0,0.027999999999999997,1.0,0.0746990471391268,1.0,No,No,No,False,1.0,,,,
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
CALIFORNIA,Los Angeles Unified,622710,Los Angeles,,,321,Ordered,5.0,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,,yes,CALIFORNIA,Los Angeles Unified,333 S. Beaudry Ave.,,Los Angeles,CA,90017.0,http://www.lausd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,West,Pacific,34.056169,-118.257348,1271.0,,321.0,56.0,50.0,215.0,0.0,56.0,4.0,1.0,10.0,30.0,30.0,180.0,0.25255704169944926,,,,,,,,,No,427795.0,785.0,0.0,0.8153554856882386,69016.0,0.165,0.441,0.532,0.08900000000000001,0.10300000000000001,0.009000000000000001,0.00103,0.11199999999999999,0.13,0.002,0.005,0.247,0.319,0.1,0.518,9.0,0.747415593,4.0,0.354925703,4.0,10.05944572,4.0,66.33815714,4.0,0.042,2.0,0.0812679192082917,1.0,No,No,Yes,False,1.0,,,,2022 CSBP rebate
